
                        **********************************
                        **********************************
                        ***                            ***
                        ***     Program ARSTAN_v48     ***
                        ***                            ***
                        ***       Creation Date:       ***
                        ***          03/17/16          ***
                        ***                            ***
                        ***       Programmed by:       ***
                        ***     Dr. Edward R. Cook     ***
                        ***       Paul J. Krusic       ***
                        ***    Tree-Ring Laboratory    ***
                        ***  Lamont-Doherty Earth Obs. ***
                        ***    Palisades, N.Y. 10964   ***
                        *** drdendro@ldeo.columbia.edu ***
                        ***    pjk@ldeo.columbia.edu   ***
                        ***  www.ldeo.columbia.edu/trl ***
                        ***                            ***
                        **********************************
                        **********************************

 |==============================================================================|

 overall run title:                                                                                 

 file names file processed:       dTrendBatcht.txt                                            
 data file processed:             fram_drop.rwl                                               
 log file processed:              fram_drop.rwl_log.txt                                       

                       opt          plt
 tree-ring data type    1                !tucson ring-width format                         
 missing data in gap   -9            0   !missing values estimated (no plots)              
 data transformation    4            0   !spread/level power transform (no plots)          
 first detrending       2     20     0   !1st-neg expon curve (k>0), no = opt 5            
 second detrending    -67      0     0   !2nd-spline curve (pct n 50% cutoff)              
 robust detrending      1                !non-robust detrending methods used               
 interactive detrend    0                !no interactive detrending                        
 index calculation      2                !residuals or differences (rt-gt)                 
 ar modeling method     1      0     0   !non-robust autoregressive modeling               
 pooled ar order        0            0   !minimum aic pooled ar model order fit 
 series ar order        0                !pooled ar order fit to all series                
 mean chronology        2   0    0   0   !robust (biweight) mean chronology                
 stabilize variance     1                !rbar weighted stabilization method               
 common period years     1950 2000       !first and last years of common period            
 site-tree-core mask       SSSTTC        !site-tree-core separation mask                   
 running rbar              40   20   0   !running rbar window/overlap (no plots)           
 printout option        2                !summary & series statistics printed              
 core series save       1                !series saved in tucson raw data format           
 summary plot displays  3                !spaghetti and mean chronology plots              

 stand dynamics stuf    0            0   !no stand dynamics analyses done                  
 running mean window    0                !running mean window width                        
 percent growth change  0                !percent growth change threshold                  
 std error threshold    0                !standard error limit threshold                   

 |======================== raw data statistical analyses =======================|

 |------------------- tree-ring series read in for processing ------------------|

  data header lines:

 |------------ series gaps found based on any negative number found ------------|
       *** when data are transformed, zeros are also treated as missing ***

        series      ident      results of scans for gaps or missing values

                           --- no gaps in data found ---

 |------------------ statistics of raw tree-ring measurements ------------------|

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
 ord    rsq    t-1    t-2    t-3    t-4    t-5    t-6    t-7    t-8    t-9   t-10
  5   0.878  0.437  0.440  0.087 -0.231  0.232

 |================== detrended data curve fits and statistics ==================|

 |------------------------ results of first detrending -------------------------|

 |--------------- growth curve used for detrending tree-ring data --------------|
   curve fit options:
    -6: age dependent spline           f(i) = increasing spline smoothing
    -5: variable span smoother         f(i) = variable span smoother
    -4: lowess robust smoother         f(i) = pct series length
    -3: median smoothing               f(i) = median width in years
    -2: regional curve detrending      f(i) = one age-aligned curve
    -1: first-differences              f(i) = y(i) - y(i-1)
     1: neg expon curve, no = opt 4    f(i) = a*exp(-b*t(i)) + d    (d>0)
     2: neg expon curve, no = opt 5    f(i) = a*exp(-b*t(i)) + d    (d>0)
     3: neg expon curve, (general)     f(i) = a*exp(-b*t(i+p)) + d (any d)
     4: linear regression (any slope)  f(i) = +/-c*t(i) + d
     5: linear regression (neg slope)  f(i) = -c*t(i) + d   
     6: horizontal line through mean   f(i) = mean(y(i)) = d
     7: hugershoff growth function     f(i) = a*t(i+p)**b * exp(-c*t(i+p)) + d
     8: general exponential (b = 1)    f(i) = a*t(i+p)**b * exp(-c*t(i+p)) + d
    >9: cubic smoothing spline         fixed 50 pct variance cutoff
   <-9:  cubic smoothing spline        pct n 50 pct variance cutoff

   (a, b, c are coefficients, d is intercept or asymptote, p is pith offset)

 series   ident     option       a           b           c           d          p
     1   121455A       2     1.229375    0.194999    0.000000    1.278006       0
     2   192697        2   --> curve fit option failed and changed to:     5
     2   192697        5     0.000000    0.000000   -0.020246    2.841710       0
     3   142178        2     3.249518    0.072815    0.000000    2.786024       0
     4   171358        2   --> curve fit option failed and changed to:     5
     4   171358        5     0.000000    0.000000    0.000000    1.941006       0
     5   202536        2   --> curve fit option failed and changed to:     5
     5   202536        5     0.000000    0.000000    0.000000    2.400470       0
     6   161024        2   --> curve fit option failed and changed to:     5
     6   161024        5     0.000000    0.000000    0.000000    2.758121       0
     7   172575        2   --> curve fit option failed and changed to:     5
     7   172575        5     0.000000    0.000000   -0.000211    1.833782       0
     8   182396        2   --> curve fit option failed and changed to:     5
     8   182396        5     0.000000    0.000000    0.000000    1.139675       0
     9   101292        2     2.566661    0.147302    0.000000    2.457847       0
    10   182678        2   --> curve fit option failed and changed to:     5
    10   182678        5     0.000000    0.000000   -0.002617    1.243769       0
    11   192707        2   --> curve fit option failed and changed to:     5
    11   192707        5     0.000000    0.000000   -0.019311    3.226921       0
    12   171421        2   --> curve fit option failed and changed to:     5
    12   171421        5     0.000000    0.000000   -0.001043    1.695430       0
    13   12303         2   --> curve fit option failed and changed to:     5
    13   12303         5     0.000000    0.000000   -0.006324    2.383325       0
    14   192641        2   --> curve fit option failed and changed to:     5
    14   192641        5     0.000000    0.000000   -0.015791    2.054095       0
    15   10539         2   --> curve fit option failed and changed to:     5
    15   10539         5     0.000000    0.000000    0.000000    1.939970       0
    16   12267         2   --> curve fit option failed and changed to:     5
    16   12267         5     0.000000    0.000000    0.000000    2.730906       0
    17   141124        2   --> curve fit option failed and changed to:     5
    17   141124        5     0.000000    0.000000    0.000000    1.842253       0
    18   142703        2   --> curve fit option failed and changed to:     5
    18   142703        5     0.000000    0.000000   -0.047666    3.858514       0
    19   202775        2     0.974955    0.076446    0.000000    2.952965       0

 series   ident     option       a           b           c           d          p
    20   152659        2     1.842286    0.020766    0.000000    0.148628       0
    21   132525        2     3.708204    0.029240    0.000000    1.401797       0
    22   40131         2     2.364702    0.015046    0.000000    1.456395       0
    23   140881        2   --> curve fit option failed and changed to:     5
    23   140881        5     0.000000    0.000000   -0.046678    6.302509       0
    24   40934A        2   --> curve fit option failed and changed to:     5
    24   40934A        5     0.000000    0.000000   -0.024087    1.976005       0
    25   40935A        2   --> curve fit option failed and changed to:     5
    25   40935A        5     0.000000    0.000000    0.000000    1.778208       0
    26   80481A        2   --> curve fit option failed and changed to:     5
    26   80481A        5     0.000000    0.000000   -0.009856    0.966223       0
    27   102453A       2   --> curve fit option failed and changed to:     5
    27   102453A       5     0.000000    0.000000   -0.007997    1.931688       0
    28   111290A       2     1.959675    0.024663    0.000000    1.698382       0
    29   141255A       2   --> curve fit option failed and changed to:     5
    29   141255A       5     0.000000    0.000000    0.000000    1.049755       0
    30   172565A       2   --> curve fit option failed and changed to:     5
    30   172565A       5     0.000000    0.000000   -0.054962    5.374495       0
    31   192260A       2   --> curve fit option failed and changed to:     5
    31   192260A       5     0.000000    0.000000   -0.005509    4.410162       0
    32   192666A       2   --> curve fit option failed and changed to:     5
    32   192666A       5     0.000000    0.000000   -0.011019    1.323151       0
    33   12234A        2     0.235389    0.043947    0.000000    1.318148       0
    34   20040A        2   --> curve fit option failed and changed to:     5
    34   20040A        5     0.000000    0.000000   -0.099896    6.093578       0
    35   20432A        2   --> curve fit option failed and changed to:     5
    35   20432A        5     0.000000    0.000000   -0.017132    3.957748       0
    36   30039A        2   --> curve fit option failed and changed to:     5
    36   30039A        5     0.000000    0.000000   -0.017975    4.400854       0
    37   30109         2   --> curve fit option failed and changed to:     5
    37   30109         5     0.000000    0.000000   -0.037043    8.019553       0
    38   40853A        2   --> curve fit option failed and changed to:     5
    38   40853A        5     0.000000    0.000000   -0.021663    2.551742       0
    39   41025A        2   --> curve fit option failed and changed to:     5
    39   41025A        5     0.000000    0.000000   -0.019829    3.018823       0

 series   ident     option       a           b           c           d          p
    40   050025A       2   --> curve fit option failed and changed to:     5
    40   050025A       5     0.000000    0.000000   -0.002018    1.491219       0
    41   70599A        2   --> curve fit option failed and changed to:     5
    41   70599A        5     0.000000    0.000000   -0.011563    1.051014       0
    42   101259A       2     3.409295    0.060103    0.000000    1.519564       0
    43   150776A       2   --> curve fit option failed and changed to:     5
    43   150776A       5     0.000000    0.000000   -0.015570    1.403557       0
    44   160001A       2   --> curve fit option failed and changed to:     5
    44   160001A       5     0.000000    0.000000    0.000000    0.855127       0
    45   162470        2   --> curve fit option failed and changed to:     5
    45   162470        5     0.000000    0.000000   -0.140407   12.064030       0
    46   162591A       2   --> curve fit option failed and changed to:     5
    46   162591A       5     0.000000    0.000000   -0.019209    2.450663       0
    47   172091        2   --> curve fit option failed and changed to:     5
    47   172091        5     0.000000    0.000000   -0.103265   12.392500       0
    48   172493A       2   --> curve fit option failed and changed to:     5
    48   172493A       5     0.000000    0.000000   -0.029134    2.169274       0
    49   182455A       2   --> curve fit option failed and changed to:     5
    49   182455A       5     0.000000    0.000000   -0.019844    2.173672       0
    50   192154A       2     4.085967    0.050741    0.000000    2.674689       0
    51   192552A       2   --> curve fit option failed and changed to:     5
    51   192552A       5     0.000000    0.000000   -0.012908    1.508964       0
    52   192568A       2   --> curve fit option failed and changed to:     5
    52   192568A       5     0.000000    0.000000   -0.015317    1.510198       0
    53   192583A       2   --> curve fit option failed and changed to:     5
    53   192583A       5     0.000000    0.000000   -0.015397    2.913027       0
    54   192594A       2   --> curve fit option failed and changed to:     5
    54   192594A       5     0.000000    0.000000   -0.058032    4.533834       0
    55   200578        2   --> curve fit option failed and changed to:     5
    55   200578        5     0.000000    0.000000   -0.020594    3.178430       0
    56   201248A       2   --> curve fit option failed and changed to:     5
    56   201248A       5     0.000000    0.000000   -0.006683    3.161240       0
    57   202528A       2   --> curve fit option failed and changed to:     5
    57   202528A       5     0.000000    0.000000   -0.012535    1.674546       0
    58   30062         2   --> curve fit option failed and changed to:     5
    58   30062         5     0.000000    0.000000    0.000000    1.100968       0
    59   172542        2     0.523759    0.108154    0.000000    0.741990       0

 series   ident     option       a           b           c           d          p
    60   202379        2   --> curve fit option failed and changed to:     5
    60   202379        5     0.000000    0.000000   -0.019215    3.795534       0
    61   202933        2   --> curve fit option failed and changed to:     5
    61   202933        5     0.000000    0.000000   -0.001940    2.208449       0
    62   140939A       2   --> curve fit option failed and changed to:     5
    62   140939A       5     0.000000    0.000000    0.000000    0.592697       0
    63   182374A       2   --> curve fit option failed and changed to:     5
    63   182374A       5     0.000000    0.000000   -0.032534    2.045459       0
    64   190735A       2   --> curve fit option failed and changed to:     5
    64   190735A       5     0.000000    0.000000    0.000000    0.990870       0
    65   192683A       2     1.226602    0.070404    0.000000    1.176565       0
    66   192592A       2   --> curve fit option failed and changed to:     5
    66   192592A       5     0.000000    0.000000    0.000000    2.278096       0
    67   30174A        2     0.980600    0.119034    0.000000    0.614331       0
    68   41006A        2   --> curve fit option failed and changed to:     5
    68   41006A        5     0.000000    0.000000   -0.016906    4.370595       0
    69   162458r       2   --> curve fit option failed and changed to:     5
    69   162458r       5     0.000000    0.000000   -0.047624    4.377868       0

 |-------------------- statistics of single tree-ring series -------------------|

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
     1  121455A   1916   2016    101   1.000   0.234 -0.475  5.850  0.161   0.588
     2  192697    1937   2009     73   1.000   0.245  0.007  2.456  0.187   0.464
     3  142178    1893   2009    117   0.999   0.321  0.702  3.604  0.209   0.683
     4  171358    1958   2009     52   1.000   0.237  1.658  6.501  0.193   0.437
     5  202536    1926   2009     84   1.000   0.371  0.412  2.733  0.213   0.784
     6  161024    1870   2009    140   1.000   0.177 -0.962  8.392  0.092   0.678
     7  172575    1934   1999     66   1.000   0.282  0.402  4.226  0.182   0.499
     8  182396    1895   2009    115   1.000   0.311  0.335  2.756  0.195   0.718
     9  101292    1896   2007    112   1.000   0.352  0.729  3.953  0.175   0.840
    10  182678    1931   2009     79   1.000   0.285  0.009  3.438  0.248   0.415
    11  192707    1935   2009     75   0.994   0.282 -0.128  3.093  0.141   0.799
    12  171421    1922   2007     86   1.000   0.311  0.059  2.715  0.225   0.630
    13  12303     1946   2009     64   1.000   0.312 -0.228  2.722  0.175   0.765
    14  192641    1915   2009     95   1.007   0.354  0.374  2.770  0.238   0.584
    15  10539     1882   2009    128   1.000   0.301  0.009  3.091  0.156   0.759
    16  12267     1974   2007     34   1.000   0.336  0.105  3.032  0.209   0.738
    17  141124    1949   2007     59   1.000   0.384  0.099  2.825  0.281   0.634
    18  142703    1948   2004     57   0.997   0.348 -0.740  4.042  0.398   0.483
    19  202775    1885   2009    125   1.000   0.180  0.076  5.704  0.140   0.463

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    20  152659    1938   2006     69   1.000   0.260  0.412  6.327  0.200   0.419
    21  132525    1925   2009     85   1.000   0.248  0.340  2.932  0.161   0.653
    22  40131     1892   2009    118   1.000   0.225 -0.296  3.722  0.181   0.499
    23  140881    1914   2009     96   0.994   0.316  0.503  3.438  0.166   0.755
    24  40934A    1943   2009     67   0.977   0.373  0.247  3.666  0.271   0.760
    25  40935A    1920   2015     96   1.000   0.286 -0.370  3.051  0.122   0.807
    26  80481A    1956   2013     58   0.993   0.359  0.385  2.888  0.248   0.629
    27  102453A   1933   2014     82   0.999   0.209 -1.715 11.005  0.144   0.517
    28  111290A   1899   2014    116   1.000   0.209 -0.940  5.327  0.098   0.765
    29  141255A   1960   2015     56   1.000   0.257  0.017  2.792  0.190   0.480
    30  172565A   1936   2013     78   0.990   0.283  0.136  2.094  0.135   0.844
    31  192260A   1944   2016     73   1.000   0.364 -0.118  2.711  0.250   0.621
    32  192666A   1934   2013     80   0.993   0.199  0.142  2.968  0.158   0.441
    33  12234A    1910   2016    107   1.000   0.355 -0.026  3.181  0.187   0.794
    34  20040A    1956   2012     57   1.001   0.223  0.174  2.452  0.105   0.778
    35  20432A    1940   2011     72   0.998   0.295  0.019  3.640  0.175   0.713
    36  30039A    1940   2015     76   0.998   0.268 -0.934  3.581  0.130   0.774
    37  30109     1936   2015     80   0.998   0.260 -0.075  3.004  0.229   0.372
    38  40853A    1922   2016     95   0.991   0.267  0.416  3.565  0.188   0.587
    39  41025A    1918   2011     94   0.998   0.229 -0.623  4.108  0.166   0.633

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    40  050025A   1957   2012     56   1.000   0.402 -0.643  2.648  0.265   0.756
    41  70599A    1954   2013     60   0.993   0.438  0.479  2.567  0.313   0.598
    42  101259A   1896   2000    105   1.001   0.296 -0.694  2.917  0.203   0.656
    43  150776A   1951   2011     61   0.989   0.339  1.259  4.781  0.196   0.770
    44  160001A   1983   2015     33   1.000   0.382 -0.239  2.726  0.380   0.342
    45  162470    1934   2013     80   1.004   0.202  0.459  3.715  0.127   0.732
    46  162591A   1937   2016     80   0.991   0.213 -0.193  3.177  0.133   0.663
    47  172091    1954   2012     59   0.993   0.367 -0.681  2.860  0.164   0.820
    48  172493A   1942   2004     63   0.987   0.225 -0.161  2.610  0.193   0.416
    49  182455A   1937   2016     80   0.980   0.278 -0.651  3.791  0.240   0.438
    50  192154A   1879   2016    138   0.999   0.311 -0.330  3.026  0.213   0.664
    51  192552A   1928   2017     90   0.988   0.331 -0.090  3.797  0.267   0.555
    52  192568A   1949   2016     68   0.986   0.262  0.358  2.609  0.165   0.741
    53  192583A   1929   2012     84   0.999   0.317  0.951  4.926  0.283   0.242
    54  192594A   1953   2016     64   0.974   0.254  0.503  2.841  0.173   0.612
    55  200578    1958   2017     60   0.996   0.401  0.243  2.709  0.265   0.680
    56  201248A   1885   2013    129   0.999   0.238 -0.176  4.296  0.131   0.724
    57  202528A   1935   2011     77   0.986   0.507  0.165  1.896  0.220   0.863
    58  30062     1942   2009     68   1.000   0.450  0.842  3.884  0.284   0.661
    59  172542    1929   2009     81   1.000   0.253 -0.136  1.944  0.187   0.534

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    60  202379    1870   2007    138   0.995   0.226 -0.443  5.128  0.153   0.617
    61  202933    1961   2010     50   1.000   0.445  0.179  2.566  0.205   0.853
    62  140939A   1945   2007     63   1.000   0.556  0.847  3.016  0.380   0.669
    63  182374A   1974   2017     44   0.992   0.320  0.161  3.071  0.254   0.501
    64  190735A   1937   2017     81   1.000   0.514  0.216  1.925  0.236   0.893
    65  192683A   1942   2012     71   0.999   0.316 -0.697  3.310  0.230   0.626
    66  192592A   1990   2017     28   1.000   0.262  1.119  5.846  0.227   0.403
    67  30174A    1954   2015     62   1.000   0.335 -0.071  2.308  0.291   0.312
    68  41006A    1869   2001    133   1.001   0.298 -0.013  3.314  0.181   0.749
    69  162458r   1933   2013     81   0.995   0.226 -0.475  3.679  0.183   0.552

 |---------------- summary of single tree-ring series statistics ---------------|

                                year    mean   stdev   skew   kurt   sens   ac(1)
 arithmetic mean                  81   0.997   0.305  0.032  3.598  0.204   0.630
 standard deviation               26   0.006   0.080  0.563  1.493  0.063   0.151
 median (50th quantile)           79   1.000   0.296  0.019  3.091  0.193   0.653
 interquartile range              32   0.006   0.104  0.613  1.064  0.074   0.254
 minimum value                    28   0.974   0.177 -1.715  1.896  0.092   0.242
 lower hinge (25th quantile)      63   0.994   0.248 -0.239  2.733  0.164   0.501
 upper hinge (75th quantile)      95   1.000   0.352  0.374  3.797  0.238   0.756
 maximum value                   140   1.007   0.556  1.658 11.005  0.398   0.893

 |------------------------ results of second detrending ------------------------|

 |--------------- growth curve used for detrending tree-ring data --------------|
   curve fit options:
    -6: age dependent spline           f(i) = increasing spline smoothing
    -5: variable span smoother         f(i) = variable span smoother
    -4: lowess robust smoother         f(i) = pct series length
    -3: median smoothing               f(i) = median width in years
    -2: regional curve detrending      f(i) = one age-aligned curve
    -1: first-differences              f(i) = y(i) - y(i-1)
     1: neg expon curve, no = opt 4    f(i) = a*exp(-b*t(i)) + d    (d>0)
     2: neg expon curve, no = opt 5    f(i) = a*exp(-b*t(i)) + d    (d>0)
     3: neg expon curve, (general)     f(i) = a*exp(-b*t(i+p)) + d (any d)
     4: linear regression (any slope)  f(i) = +/-c*t(i) + d
     5: linear regression (neg slope)  f(i) = -c*t(i) + d   
     6: horizontal line through mean   f(i) = mean(y(i)) = d
     7: hugershoff growth function     f(i) = a*t(i+p)**b * exp(-c*t(i+p)) + d
     8: general exponential (b = 1)    f(i) = a*t(i+p)**b * exp(-c*t(i+p)) + d
    >9: cubic smoothing spline         fixed 50 pct variance cutoff
   <-9:  cubic smoothing spline        pct n 50 pct variance cutoff

   (a, b, c are coefficients, d is intercept or asymptote, p is pith offset)

 series   ident     option       a           b           c           d          p
     1   121455A   -67   67         smoothing spline curve and window width
     2   192697    -67   48         smoothing spline curve and window width
     3   142178    -67   78         smoothing spline curve and window width
     4   171358    -67   34         smoothing spline curve and window width
     5   202536    -67   56         smoothing spline curve and window width
     6   161024    -67   93         smoothing spline curve and window width
     7   172575    -67   44         smoothing spline curve and window width
     8   182396    -67   77         smoothing spline curve and window width
     9   101292    -67   75         smoothing spline curve and window width
    10   182678    -67   52         smoothing spline curve and window width
    11   192707    -67   50         smoothing spline curve and window width
    12   171421    -67   57         smoothing spline curve and window width
    13   12303     -67   42         smoothing spline curve and window width
    14   192641    -67   63         smoothing spline curve and window width
    15   10539     -67   85         smoothing spline curve and window width
    16   12267     -67   22         smoothing spline curve and window width
    17   141124    -67   39         smoothing spline curve and window width
    18   142703    -67   38         smoothing spline curve and window width
    19   202775    -67   83         smoothing spline curve and window width

 series   ident     option       a           b           c           d          p
    20   152659    -67   46         smoothing spline curve and window width
    21   132525    -67   56         smoothing spline curve and window width
    22   40131     -67   79         smoothing spline curve and window width
    23   140881    -67   64         smoothing spline curve and window width
    24   40934A    -67   44         smoothing spline curve and window width
    25   40935A    -67   64         smoothing spline curve and window width
    26   80481A    -67   38         smoothing spline curve and window width
    27   102453A   -67   54         smoothing spline curve and window width
    28   111290A   -67   77         smoothing spline curve and window width
    29   141255A   -67   37         smoothing spline curve and window width
    30   172565A   -67   52         smoothing spline curve and window width
    31   192260A   -67   48         smoothing spline curve and window width
    32   192666A   -67   53         smoothing spline curve and window width
    33   12234A    -67   71         smoothing spline curve and window width
    34   20040A    -67   38         smoothing spline curve and window width
    35   20432A    -67   48         smoothing spline curve and window width
    36   30039A    -67   50         smoothing spline curve and window width
    37   30109     -67   53         smoothing spline curve and window width
    38   40853A    -67   63         smoothing spline curve and window width
    39   41025A    -67   62         smoothing spline curve and window width

 series   ident     option       a           b           c           d          p
    40   050025A   -67   37         smoothing spline curve and window width
    41   70599A    -67   40         smoothing spline curve and window width
    42   101259A   -67   70         smoothing spline curve and window width
    43   150776A   -67   40         smoothing spline curve and window width
    44   160001A   -67   22         smoothing spline curve and window width
    45   162470    -67   53         smoothing spline curve and window width
    46   162591A   -67   53         smoothing spline curve and window width
    47   172091    -67   39         smoothing spline curve and window width
    48   172493A   -67   42         smoothing spline curve and window width
    49   182455A   -67   53         smoothing spline curve and window width
    50   192154A   -67   92         smoothing spline curve and window width
    51   192552A   -67   60         smoothing spline curve and window width
    52   192568A   -67   45         smoothing spline curve and window width
    53   192583A   -67   56         smoothing spline curve and window width
    54   192594A   -67   42         smoothing spline curve and window width
    55   200578    -67   40         smoothing spline curve and window width
    56   201248A   -67   86         smoothing spline curve and window width
    57   202528A   -67   51         smoothing spline curve and window width
    58   30062     -67   45         smoothing spline curve and window width
    59   172542    -67   54         smoothing spline curve and window width

 series   ident     option       a           b           c           d          p
    60   202379    -67   92         smoothing spline curve and window width
    61   202933    -67   33         smoothing spline curve and window width
    62   140939A   -67   42         smoothing spline curve and window width
    63   182374A   -67   29         smoothing spline curve and window width
    64   190735A   -67   54         smoothing spline curve and window width
    65   192683A   -67   47         smoothing spline curve and window width
    66   192592A   -67   18         smoothing spline curve and window width
    67   30174A    -67   41         smoothing spline curve and window width
    68   41006A    -67   89         smoothing spline curve and window width
    69   162458r   -67   54         smoothing spline curve and window width

 |-------------------- statistics of single tree-ring series -------------------|

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
     1  121455A   1916   2016    101   0.997   0.198 -1.329  8.054  0.156   0.445
     2  192697    1937   2009     73   0.995   0.207  0.145  2.776  0.184   0.282
     3  142178    1893   2009    117   0.997   0.307  0.774  3.543  0.204   0.654
     4  171358    1958   2009     52   0.999   0.177  1.105  5.161  0.183   0.078
     5  202536    1926   2009     84   0.985   0.271  0.413  2.907  0.204   0.581
     6  161024    1870   2009    140   0.996   0.131 -0.172  8.564  0.095   0.446
     7  172575    1934   1999     66   0.991   0.237  0.929  4.229  0.178   0.328
     8  182396    1895   2009    115   0.997   0.260  0.330  2.791  0.192   0.592
     9  101292    1896   2007    112   0.990   0.282  0.888  4.810  0.165   0.755
    10  182678    1931   2009     79   0.996   0.271  0.316  4.035  0.252   0.322
    11  192707    1935   2009     75   0.996   0.184  0.179  3.267  0.146   0.478
    12  171421    1922   2007     86   0.994   0.290  0.077  2.711  0.223   0.577
    13  12303     1946   2009     64   0.988   0.267 -0.048  2.731  0.169   0.695
    14  192641    1915   2009     95   0.987   0.265  0.209  3.089  0.240   0.285
    15  10539     1882   2009    128   0.993   0.246  0.289  3.983  0.156   0.638
    16  12267     1974   2007     34   0.993   0.208 -0.316  3.424  0.221   0.211
    17  141124    1949   2007     59   0.986   0.307  0.061  2.624  0.280   0.423
    18  142703    1948   2004     57   0.991   0.342 -0.175  3.896  0.286   0.402
    19  202775    1885   2009    125   0.999   0.176  0.279  5.554  0.140   0.425

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    20  152659    1938   2006     69   0.998   0.250  0.389  6.600  0.199   0.381
    21  132525    1925   2009     85   0.996   0.223  0.335  2.893  0.159   0.584
    22  40131     1892   2009    118   0.998   0.216 -0.284  3.788  0.181   0.460
    23  140881    1914   2009     96   0.995   0.285  0.188  3.493  0.163   0.715
    24  40934A    1943   2009     67   0.990   0.310 -0.339  4.114  0.224   0.668
    25  40935A    1920   2015     96   0.994   0.177  0.465  5.539  0.126   0.494
    26  80481A    1956   2013     58   0.988   0.271  0.037  3.841  0.244   0.416
    27  102453A   1933   2014     82   0.998   0.167 -3.452 24.568  0.142   0.248
    28  111290A   1899   2014    116   0.995   0.185 -0.781  4.005  0.100   0.710
    29  141255A   1960   2015     56   0.997   0.209 -0.521  4.571  0.184   0.263
    30  172565A   1936   2013     78   0.987   0.167 -0.077  2.701  0.129   0.574
    31  192260A   1944   2016     73   0.992   0.304 -0.371  3.520  0.249   0.484
    32  192666A   1934   2013     80   0.998   0.180  0.284  3.605  0.156   0.280
    33  12234A    1910   2016    107   0.990   0.318 -0.076  2.972  0.184   0.750
    34  20040A    1956   2012     57   0.994   0.160  0.056  2.353  0.106   0.589
    35  20432A    1940   2011     72   0.995   0.212  0.413  3.321  0.172   0.478
    36  30039A    1940   2015     76   0.989   0.176 -0.281  2.033  0.140   0.511
    37  30109     1936   2015     80   0.998   0.235  0.028  3.231  0.229   0.232
    38  40853A    1922   2016     95   0.998   0.262  0.573  4.170  0.188   0.556
    39  41025A    1918   2011     94   0.997   0.207 -0.688  4.135  0.166   0.552

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    40  050025A   1957   2012     56   0.977   0.314 -0.781  3.811  0.266   0.604
    41  70599A    1954   2013     60   0.984   0.380  0.407  2.719  0.313   0.468
    42  101259A   1896   2000    105   0.994   0.251 -0.703  3.801  0.201   0.516
    43  150776A   1951   2011     61   0.993   0.273  0.758  4.330  0.178   0.704
    44  160001A   1983   2015     33   0.994   0.365  0.081  2.549  0.394   0.146
    45  162470    1934   2013     80   0.997   0.178  0.271  3.414  0.124   0.665
    46  162591A   1937   2016     80   0.997   0.163  0.039  3.494  0.131   0.507
    47  172091    1954   2012     59   0.981   0.273  0.327  3.548  0.168   0.675
    48  172493A   1942   2004     63   0.998   0.209 -0.046  2.620  0.195   0.269
    49  182455A   1937   2016     80   0.996   0.242 -0.541  4.553  0.252   0.124
    50  192154A   1879   2016    138   0.997   0.290 -0.452  3.608  0.215   0.602
    51  192552A   1928   2017     90   0.997   0.308 -0.170  4.161  0.260   0.457
    52  192568A   1949   2016     68   0.996   0.195 -0.119  2.844  0.160   0.513
    53  192583A   1929   2012     84   0.998   0.310  1.187  5.537  0.281   0.191
    54  192594A   1953   2016     64   0.998   0.210  0.090  2.713  0.166   0.499
    55  200578    1958   2017     60   0.991   0.325  0.183  2.669  0.271   0.451
    56  201248A   1885   2013    129   0.994   0.173  0.324  3.096  0.133   0.482
    57  202528A   1935   2011     77   0.971   0.346  0.117  3.017  0.236   0.671
    58  30062     1942   2009     68   0.992   0.282  0.209  3.961  0.244   0.371
    59  172542    1929   2009     81   0.995   0.205 -0.235  2.555  0.187   0.286

 series   ident   frst   last   year    mean   stdev   skew   kurt   sens   ac(1)
    60  202379    1870   2007    138   0.998   0.206 -0.711  6.971  0.154   0.551
    61  202933    1961   2010     50   0.986   0.282  0.391  2.604  0.196   0.633
    62  140939A   1945   2007     63   0.991   0.511  0.693  2.694  0.382   0.628
    63  182374A   1974   2017     44   0.991   0.283  0.305  2.862  0.253   0.420
    64  190735A   1937   2017     81   0.971   0.309  0.209  2.032  0.232   0.614
    65  192683A   1942   2012     71   0.992   0.286 -0.785  3.472  0.230   0.520
    66  192592A   1990   2017     28   0.996   0.229  0.894  5.866  0.211   0.316
    67  30174A    1954   2015     62   0.996   0.303 -0.056  2.736  0.296   0.123
    68  41006A    1869   2001    133   0.990   0.245  0.036  3.214  0.178   0.611
    69  162458r   1933   2013     81   0.998   0.218 -0.405  3.818  0.184   0.506

 |---------------- summary of single tree-ring series statistics ---------------|

                                year    mean   stdev   skew   kurt   sens   ac(1)
 arithmetic mean                  81   0.993   0.251  0.020  4.042  0.200   0.474
 standard deviation               26   0.006   0.065  0.641  2.817  0.059   0.168
